reaction_name	minFlux_mut	maxFlux_mut	minFlux_wt	maxFlux_wt	distinct_rxn_bool
fadH2 transport	0	2.76086346863164e-06	0	3.51984652362973e-06	0
fecosterol transport	0	1000	0	1000	0
fecosterol transport	0	1000	0	1000	0
folic acid transport	0	1000	0	1000	0
GDP-mannose antiport	0	9.47201812193269	0	14.5141659455272	0
glucose transport	8.50030086312556	29.5145073787873	11.0868102685352	41.0685589792874	0
glutathione transport	0	0	0	0	0
glycero-3-phospho-1-inositol transport	0	1000	0	1000	0
glycero-3-phosphocholine transport	0	1000	0	1000	0
glycerol transport	0	114.186882231534	0	111.028734569237	0
glycerol transport via channel	0	114.186882230975	0	111.028734569289	0
glycine transport	0	1000	0	1000	0
glycogen vacuolar 'transport' via autophagy	0	3.9046813469629	0	5.88776916766888	0
GTP/GDP translocase	0	2.27084752937738	0	3.27390809491035	0
guanine transport	0	1000	0	1000	0
inositol transport	0	0.0181748297371548	0	0.0249905163253024	0
iron (II) transport	0	0	0	0	0
isoamyl acetate transport	0	2.55998320651247	0	3.87124965892319	0
isobutyl acetate transport	0	8.97892124747043	0	15.0149227982703	0
isopentenyl diphosphate transport	0	1000	0	1000	0
L-alanine transport	0	1000	0	1000	0
L-arganine transport	0	1000	0	1000	0
L-arganine transport	0	1000	0	1000	0
L-asparagine transport	0	1000	0	1000	0
L-asparagine transport	0	556.691848744072	0	555.391901267592	0
L-aspartate transport	0	556.691848744271	0	555.39190126776	0
L-aspartate transport	0	0	0	0	0
L-aspartate transport	0	1000	0	1000	0
L-carnitine transport	0	1000	0	1000	0
L-cystine transport	0	1000	0	1000	0
L-cystine transport	0	0	0	0	0
L-glutamate transport	0	4.73105873604189	0	5.96784841643308	0
L-glutamate transport	0	0	0	0	0
L-glutamate transport	0	1000	0	1000	0
L-glutamine transport	0	556.691848743725	0	555.391901267691	0
L-glutamine transport	0	556.691848744107	0	555.391901267713	0
L-glutamine transport	0	1000	0	1000	0
L-histidine transport, vacuolar	0	1000	0	1000	0
L-histidine transport	0	1000	0	1000	0
L-isoleucine transport	0	1000	0	1000	0
L-isoleucine transport	0	1000	0	1000	0
L-isoleucine transport	0	1000	0	1000	0
L-isoleucine transport	0	1000	0	1000	0
L-lactate transport	0	1000	0	1000	0
L-lactate transport	0	0	0	0	0
L-leucine transport, vacuoluar	0	1000	0	1000	0
L-leucine transport, vacuoluar	0	1000	0	1000	0
L-leucine transport, vacuoluar	0	1000	0	1000	0
L-leucine transport	0	1000	0	1000	0
L-lysine transport	0	1000	0	1000	0
L-lysine transport	0	1000	0	1000	0
L-methionine transport	0	1000	0	1000	0
L-phenylalanine transport	0	1000	0	1000	0
L-proline transport	0	1000	0	1000	0
L-serine transport	0	1000	0	1000	0
L-threonine transport	0	1000	0	1000	0
L-tryptophan transport	0	1000	0	1000	0
L-tyrosine transport	0	1000	0	1000	0
L-tyrosine transport	0	1000	0	1000	0
L-tyrosine transport	0	1000	0	1000	0
L-tyrosine transport	0	1000	0	1000	0
L-valine transport	0	1000	0	1000	0
lanosterol transport	0	999.968695596636	0	1000	0
malate transport	0	4.79751408026425	0	5.82258804980655	0
maltose transport	0	0	0	0	0
N,N'-diformyldityrosine transport	0	0.47056655427844	0	0.711737056707803	0
NAD transport	0	0	0	0	0
NAD transport	0	0	0	0	0
NAD transport	0	0	0	0	0
NAD transport	0	0	0	0	0
nicotinate transport	0	1000	0	1000	0
octadecanoate (n-C18:0) transport	0	1000	0	1000	0
ornithine transport	0	0.356246476155392	0	0.474581865667284	0
orntithine transport	0	1000	0	1000	0
oxaloacetate transport	0	4.90623341682396	0	5.88715092090269	0
pantothenate transport	0	1000	0	1000	0
pentaprenyl diphosphate transport	0	1000	0	1000	0
phenethyl acetate transport	0	11.9890397862102	0	23.6196019554975	0
phosphate transport	0.0964158095347183	1000	0.0876699980783024	1000	0
phosphate transport	0	9.4403781152555	0	11.1705771493327	0
potassium transport	0.000985267759728201	1000	0.001246979508406	1000	0
putrescine transport	0	1000	0	1000	0
putrescine transport	0	1000	0	1000	0
pyridoxine symport	0	1000	0	1000	0
pyruvate transport	0	1000	0	1000	0
S-adenosyl-L-methionine transport	0	0	0	0	0
S-adenosyl-L-methionine transport	0	1000	0	1000	0
S-methylmethionine permease	0	0	0	0	0
sodium proton antiporter	0	999.998922448208	0	999.998636223513	0
spermidine transport	0	1000	0	1000	0
spermidine transport	0	1000	0	1000	0
spermine transport	0	1000	0	1000	0
spermine transport	0	1000	0	1000	0
succinate transport	0	2.62768927864689	0	3.50604587622909	0
succinate-fumarate transport	0	5.3863832682465	0	6.05194982937055	0
sulfate uniport	0	0.863380245608924	0	0.527133460572492	0
sulfite transport	0	0.859772060362747	0	0.520912753809252	0
taurine transport	0	1000	0	1000	0
thiamine diphosphate transport	0	0	0	0	0
thiamine transport	0	0	0	0	0
UDPgalactose transport	0	0	0	0	0
uracil transport	0	1.48664090454884	0	2.22445003340408	0
urea transport	0	1000	0	1000	0
uridine transport	0	0	0	0	0
UTP transport	0	0	0	0	0
UTP/UMP antiport	0	0	0	0	0
water diffusion	0	1000	0	1000	0
zymosterol transport	0	1000	0	1000	0
arginine transport	0	0	0	0	0
pyruvate transport	0	4.9411655824286	0	6.04593462181642	0
trehalose transporter	0	1000	0	1000	0
oxoglutarate/malate exchange	0	1000	0	1000	0
fatty acyl-CoA transport via ABC system (C12:0)	0	0.00878981726649856	0	0.00906179311283264	0
fatty acyl-CoA transport via ABC system (C14:0)	0	0.0090650573758388	0	0.0114378907986494	0
fatty acyl-CoA transport via ABC system (C16:0)	0	0.0625901375209168	0	0.0946537899796795	0
fatty acyl-CoA transport via ABC system (C16:1)	0	0.0515067195980285	0	0.0765754739762495	0
fatty acyl-CoA transport via ABC system (C18:0)	0	0.0533558205803273	0	0.0806859744689435	0
fatty acyl-CoA transport via ABC system (C18:1)	0	0.0422548250774719	0	0.0630433977862874	0
fatty acyl-CoA transport via ABC system (C20:0)	0	0.0179957390392983	0	0.0222565860846804	0
fatty acyl-CoA transport via ABC system (C22:0)	0	0.0108222023415633	0	0.0123363557570964	0
fatty acyl-CoA transport via ABC system (C24:0)	0	0.0077377480771176	0	0.00846209304332855	0
fatty acyl-CoA transport via ABC system (C26:0)	0	0.00602153925853762	0	0.00643779393442491	0
inositol-P-ceramide B' (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide B' (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide C (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide C (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide A (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide A (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide B (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide B (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide D (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide D (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide A (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide A (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide B' (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide B' (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide B (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide B (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide C (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide C (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide D (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide D (C26) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide B' (C24) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide B' (C26) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide C (C24) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide C (C26) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide A (C24) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide A (C26) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide B (C24) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide B (C26) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide D (C24) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide D (C26) [Golgi] SLIME rxn	0	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [cytoplasm] SLIME rxn	0	0.00455760579438884	0	0.00483176904817708	0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) [cytoplasm] SLIME rxn	0	0.00456919700183655	0	0.00484382453201745	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [cytoplasm] SLIME rxn	0	0.00424790705684069	0	0.00450663445876478	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [cytoplasm] SLIME rxn	0	0.00441255904933232	0	0.00468127458726139	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [cytoplasm] SLIME rxn	0	0.00440173181924968	0	0.00467001190038655	0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [cytoplasm] SLIME rxn	0	0.00441255843051247	0	0.00468127459247311	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [cytoplasm] SLIME rxn	0	0.00424506721641527	0	0.00450669346827074	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [cytoplasm] SLIME rxn	0	0.00426628206841721	0	0.00452917969360375	0
ergosteryl palmitoleate [endoplasmic reticulum membrane] SLIME rxn	0	0.00573668820336573	0	0.00605936064313765	0
ergosteryl oleate [endoplasmic reticulum membrane] SLIME rxn	0	0.00549109452302786	0	0.00582375041014796	0
palmitate [cytoplasm] SLIME rxn	0	0.00309191807441008	0	0.00327813149892619	0
palmitoleate [cytoplasm] SLIME rxn	0	0.00311673226685728	0	0.00330424813486488	0
stearate [cytoplasm] SLIME rxn	0	0.00278329441995881	0	0.00295333372994495	0
oleate [cytoplasm] SLIME rxn	0	0.00280340180350508	0	0.00297453191482362	0
phosphatidyl-L-serine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00432615588627509	0	0.00458643499961963	0
phosphatidyl-L-serine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00433828239244329	0	0.00459905560982309	0
phosphatidyl-L-serine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00416378990798293	0	0.00441772408176209	0
phosphatidyl-L-serine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00417504832695171	0	0.00442944209655683	0
phosphatidyl-L-serine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00416381611431215	0	0.00441773398081898	0
phosphatidyl-L-serine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00417504832695168	0	0.00442944212344325	0
phosphatidyl-L-serine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00401319503462286	0	0.00426093012013116	0
phosphatidyl-L-serine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00402365156449055	0	0.0042718243453341	0
phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.016810626915404	0	0.0178382355671006	0
phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0188057875254156	0	0.0199798604110468	0
phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00425069688468999	0	0.00450623015556541	0
phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0113276716760248	0	0.0119962725819727	0
phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0150079480172532	0	0.015869733613105	0
phosphatidylcholine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.014910792644861	0	0.0157700960703748	0
phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00425095695629998	0	0.00450607784987667	0
phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00817511452073582	0	0.00864634208342696	0
phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00535907405140392	0	0.00568149223645309	0
phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00537464043595484	0	0.00569816680662366	0
phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00425029034352299	0	0.00450624597525282	0
phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00516326107562173	0	0.00547425511711927	0
phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00514891303922558	0	0.00545885291554271	0
phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00516326106724227	0	0.00547425508674667	0
phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00424974397687402	0	0.00450576589200163	0
phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00496787314421462	0	0.00526718815971578	0
triglyceride (1-16:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00454276966466749	0	0.00481682252512475	0
triglyceride (1-16:0, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00438467868257197	0	0.00465445761602934	0
triglyceride (1-16:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00455457161366518	0	0.00482886798122992	0
triglyceride (1-16:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00439565139558608	0	0.00466575356266229	0
triglyceride (1-18:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00424539368934798	0	0.00450642479962847	0
triglyceride (1-18:0, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.0042371782774568	0	0.00450245050350047	0
triglyceride (1-18:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00439565146043781	0	0.00466575352253203	0
triglyceride (1-18:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00424744379510882	0	0.00451302693154692	0
triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00455457165067689	0	0.00482886799306784	0
triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0043956514384105	0	0.0046657535484453	0
triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00456640384901888	0	0.00484097348085839	0
triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0044066428030815	0	0.00467710937541335	0
triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00424568653412768	0	0.00450643883082078	0
triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00424070450645334	0	0.00450601533400167	0
triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0044066428442502	0	0.00467710941395393	0
triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00425761123776876	0	0.00452365305835908	0
triglyceride (1-16:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00424539366574651	0	0.0045064248815622	0
triglyceride (1-16:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.0042371782222174	0	0.00450245051334798	0
triglyceride (1-16:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00424568772362456	0	0.00450643883367046	0
triglyceride (1-16:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00424070517967613	0	0.00450601531510563	0
triglyceride (1-18:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.0021228471368412	0	0.00225322243553835	0
triglyceride (1-18:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00212160083531903	0	0.00225312078683546	0
triglyceride (1-18:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00424070513900599	0	0.00450601594371437	0
triglyceride (1-18:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00327037428081865	0	0.00346340484869178	0
triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00439565081563758	0	0.00466575356513157	0
triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00424744502416531	0	0.0045130269282855	0
triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00440664411520431	0	0.00467710940147375	0
triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00425761250053729	0	0.00452365308202594	0
triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0042407051282127	0	0.00450601589908408	0
triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00327037290056596	0	0.00346340579912034	0
triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00425761124415732	0	0.00452365309819448	0
triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00330127158637738	0	0.00349599381701967	0
(1->3)-beta-D-glucan exchange	0	0	0	0	0
(1->3)-beta-D-glucan transport	0	1000	0	1000	0
(R)-carnitine exchange	0	0	0	0	0
(R)-lactate exchange	0	8.11992275906272	0	12.3719358358293	0
(R)-mevalonate exchange	0	0.167883199778128	0.132874212929459	0.291236047733089	0
(R)-pantothenate exchange	0	1000	0	1000	0
(R,R)-2,3-butanediol exchange	0	20.1009270822178	0	25.6809382669353	0
(S)-3-methyl-2-oxopentanoate exchange	0	54.9263177582731	0	59.5649647237319	0
(S)-lactate exchange	0	0	0	0	0
(S)-malate exchange	0	47.3149507611997	0	54.876099951037	0
1-(sn-glycero-3-phospho)-1D-myo-inositol exchange	0	0.0138676142487768	0	0.02042428130801	0
1-acylglycerophosphocholine exchange	0	0	0	0	0
1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion	0	1000	0	1000	0
1D-myo-inositol 1-phosphate transport	0	1000	0	1000	0
2'-deoxyadenosine exchange	0	0	0	0	0
2'-deoxyguanosine exchange	0	0	0	0	0
2'-deoxyinosine exchange	0	0	0	0	0
2'-deoxyuridine exchange	0	0	0	0	0
2-dehydro-3-deoxy-D-arabino-heptonate7-phohsphate transport	0	1000	0	1000	0
2-dehydropantoate transport	0	1000	0	1000	0
2-isopropylmalate exchange	0	3.61026235849482	0	3.72834648184334	0
2-isopropylmalate transport	0	1000	0	1000	0
2-isopropylmalate transport	0	1000	0	1000	0
2-methyl-1-butanol transport	0	1000	0	1000	0
2-methyl-1-butanol transport	0	1000	0	1000	0
2-methylbutanal exchange	0	19.4384917199589	0	26.977503379477	0
2-methylbutanal transport	0	1000	0	1000	0
2-methylbutanal transport	0	1000	0	1000	0
2-methylbutanol exchange	0	25.570664229556	0	35.2533793734939	0
2-methylbutyl acetate exchange	0	8.96853538416959	0	14.9842340924293	0
2-methylpropanal transport	0	1000	0	1000	0
2-methylpropanal transport	0	1000	0	1000	0
2-oxobutanoate transporter	0	1000	0	1000	0
2-oxoglutarate exchange	0	59.505587176308	0	62.6904475775083	0
2-oxoglutarate transport	0	1000	0	1000	0
2-oxoglutarate transport	0	1000	0	1000	0
2-phenylethanol exchange	0	50.6401169151651	0	57.073788131791	0
2-phenylethanol transport	0	1000	0	1000	0
2-phenylethanol transport	0	1000	0	1000	0
3-carboxy-4-methyl-2-oxopentanoate transport	0	1000	0	1000	0
3-methyl-2-oxopentanoate transport	0	1000	0	1000	0
3-methyl-oxopentanoate trasport	0	1000	0	1000	0
3-methylbutanal exchange	0	2.93040473831331	0	4.4322691964735	0
3-methylbutanal transport	0	1000	0	1000	0
3-methylbutanal transport	0	1000	0	1000	0
3-octaprenyl-4-hydroxybenzoate transport	0	1000	0	1000	0
4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase	0	0	0	0	0
4-aminobenzoate exchange	0	1000	0	1000	0
4-aminobenzoate transport	0	1000	0	1000	0
4-aminobenzoate transport	1.72082578421624e-05	1000	2.17792012927304e-05	1000	0
4-aminobutanal transport	0	1000	0	1000	0
4-aminobutyrate transport	0	1000	0	1000	0
4-hydroxy-2-oxoglutarate transport	0	1000	0	1000	0
4-hydroxy-2-oxoglutarate transport	0	1000	0	1000	0
4-hydroxybenzoate transport	0	1000	0	1000	0
5'-nucleotidase (AMP)	0	5.36093208543179	0	7.39140404206936	0
5'-nucleotidase (dAMP)	0	0	0	0	0
5'-nucleotidase (dCMP)	0	3.15784483865744	0	4.7754272267741	0
5'-nucleotidase (dGMP)	0	0	0	0	0
5'-nucleotidase (dTMP)	0	9.64962217301097	0	14.906853412205	0
5'-nucleotidase (dUMP)	0	9.64962215063516	0	14.9068534122897	0
5'-nucleotidase (XMP)	0	0	0	0	0
5-aminolevulinate exchange	0	0	0	0	0
5-aminolevulinate transport	0	999.999997828611	0	999.999997251836	0
5-formyltetrahydrofolic acid exchange	0	0	0	0	0
7,8-diaminononanoate exchange	0	0	0	0	0
7,8-diaminononanoate transport	0	1000	0	1000	0
8-amino-7-oxononanoate exchange	0	0	0	0	0
9H-xanthine exchange	0	0.138647130399704	0	0.133894639846261	0
acetaldehyde exchange	0	37.8020083680845	0	45.4651808884141	0
acetaldehyde transport	0	1000	0	1000	0
acetaldehyde transport	0	1000	0	1000	0
acetate exchange	0	12.3951831477511	0	21.0158031225888	0
acetate transport	0	1000	0	1000	0
acetyl-CoA transport	0	1000	0	1000	0
acetylcarnitine transport	0	0.370651970119602	0	0.560508958023348	0
adenine exchange	0	1000	0	1000	0
adenine transport	0	1000	0	1000	0
adenosine 3',5'-bismonophosphate exchange	0	0.436899935743781	0	0.400352139997334	0
adenosine 3',5'-bisphosphate transport	0	1000	0	1000	0
adenosine exchange	0	0	0	0	0
ADP transport	0	1000	0	1000	0
ADP transport	0	1000	0	1000	0
AKG transporter, peroxisome	0	1000	0	1000	0
