reaction_name	minFlux_mut	maxFlux_mut	minFlux_wt	maxFlux_wt	distinct_rxn_bool
5'-nucleotidase (dUMP)	0	11.8813556213889	0	13.423287024586	0
5'-nucleotidase (XMP)	0	0	0	0	0
5-aminolevulinate exchange	0	0	0	0	0
5-aminolevulinate transport	0	999.999998006454	0	999.999997245282	0
5-formyltetrahydrofolic acid exchange	0	0	0	0	0
7,8-diaminononanoate exchange	0	0	0	0	0
7,8-diaminononanoate transport	0	1000	0	1000	0
8-amino-7-oxononanoate exchange	0	0	0	0	0
9H-xanthine exchange	0	0.169118795435452	0	0.169141521549296	0
acetaldehyde exchange	0	44.1303668424278	0	50.7660659821518	0
acetaldehyde transport	0	1000	0	1000	0
acetaldehyde transport	0	1000	0	1000	0
acetate exchange	0	16.4430470268517	0	19.9235363833785	0
acetate transport	0	1000	0	1000	0
acetyl-CoA transport	0	1000	0	1000	0
acetylcarnitine transport	0	0.444634392643176	0	0.502344070232354	0
adenine exchange	0	1000	0	1000	0
adenine transport	0	1000	0	1000	0
adenosine 3',5'-bismonophosphate exchange	0	0.523389686630736	0	0.490848655672019	0
adenosine 3',5'-bisphosphate transport	0	1000	0	1000	0
adenosine exchange	0	0	0	0	0
ADP transport	0	1000	0	1000	0
ADP transport	0	1000	0	1000	0
AKG transporter, peroxisome	0	1000	0	1000	0
