reaction_name	minFlux_mut	maxFlux_mut	minFlux_wt	maxFlux_wt	distinct_rxn_bool
L-tryptophan transport	0	1000	0	1000	0
L-tyrosine transport	0	1000	0	1000	0
L-tyrosine transport	0	1000	0	1000	0
L-tyrosine transport	0	1000	0	1000	0
L-tyrosine transport	0	1000	0	1000	0
L-valine transport	0	1000	0	1000	0
lanosterol transport	0	1000	0	1000	0
malate transport	0	12.1252786234857	0	10.0979340484776	0
maltose transport	0	0	0	0	0
N,N'-diformyldityrosine transport	0	1.30362446862997	0	1.07707298527149	0
NAD transport	0	0	0	0	0
NAD transport	0	0	0	0	0
NAD transport	0	0	0	0	0
NAD transport	0	0	0	0	0
nicotinate transport	0	1000	0	1000	0
octadecanoate (n-C18:0) transport	0	1000	0	1000	0
ornithine transport	0	1.07931446424681	0	0.893379459052488	0
orntithine transport	0	1000	0	1000	0
oxaloacetate transport	0	12.5639527700713	0	10.4379958684265	0
pantothenate transport	0	1000	0	1000	0
pentaprenyl diphosphate transport	0	1000	0	1000	0
phenethyl acetate transport	0	37.9368591583908	0	34.8799905793904	0
phosphate transport	0.104669441967417	1000	0.0872032565686408	1000	0
phosphate transport	0	23.3801749143915	0	20.9251842912668	0
potassium transport	0.00106914568832454	1000	0.0012256060329574	1000	0
putrescine transport	0	1000	0	1000	0
putrescine transport	0	1000	0	1000	0
pyridoxine symport	0	1000	0	1000	0
pyruvate transport	0	1000	0	1000	0
S-adenosyl-L-methionine transport	0	0	0	0	0
S-adenosyl-L-methionine transport	0	1000	0	1000	0
S-methylmethionine permease	0	0	0	0	0
sodium proton antiporter	0	999.998830713944	0	999.998659598912	0
spermidine transport	0	1000	0	1000	0
spermidine transport	0	1000	0	1000	0
spermine transport	0	1000	0	1000	0
spermine transport	0	1000	0	1000	0
succinate transport	0	6.69330521096137	0	5.55001779057494	0
succinate-fumarate transport	0	14.9220566444991	0	12.3288144897648	0
sulfate uniport	0	2.43647871274446	0	2.19431714273927	0
sulfite transport	0	2.43058810289358	0	2.1946611500974	0
taurine transport	0	1000	0	1000	0
thiamine diphosphate transport	0	0	0	0	0
thiamine transport	0	0	0	0	0
UDPgalactose transport	0	0	0	0	0
uracil transport	0	4.06322060531815	0	3.3537851508047	0
urea transport	0	1000	0	1000	0
uridine transport	0	0	0	0	0
UTP transport	0	0	0	0	0
UTP/UMP antiport	0	0	0	0	0
water diffusion	0	1000	0	1000	0
zymosterol transport	0	1000	0	1000	0
arginine transport	0	0	0	0	0
pyruvate transport	0	12.0799865401537	0	10.1185748579727	0
trehalose transporter	0	1000	0	1000	0
oxoglutarate/malate exchange	0	1000	0	1000	0
fatty acyl-CoA transport via ABC system (C12:0)	0	0.0205631785968851	0	0.0206925826636916	0
fatty acyl-CoA transport via ABC system (C14:0)	0	0.022272514136015	0	0.0208800032552639	0
fatty acyl-CoA transport via ABC system (C16:0)	0	0.172213475639851	0	0.14321843315272	0
fatty acyl-CoA transport via ABC system (C16:1)	0	0.137745669620526	0	0.114329324226499	0
fatty acyl-CoA transport via ABC system (C18:0)	0	0.147757822385748	0	0.122084060071379	0
fatty acyl-CoA transport via ABC system (C18:1)	0	0.108517356340703	0	0.0942852580808104	0
fatty acyl-CoA transport via ABC system (C20:0)	0	0.0498414071365836	0	0.0229274450240813	0
fatty acyl-CoA transport via ABC system (C22:0)	0	0.0299765159222319	0	0.0114637224026745	0
fatty acyl-CoA transport via ABC system (C24:0)	0	0.0214338129063791	0	0.00764248167470449	0
fatty acyl-CoA transport via ABC system (C26:0)	0	0.0166802715320081	0	0.00573186120133272	0
inositol-P-ceramide B' (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide B' (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide C (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide C (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide A (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide A (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide B (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide B (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide D (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide D (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide A (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide A (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide B' (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide B' (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide B (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide B (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide C (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide C (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide D (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide D (C26) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide B' (C24) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide B' (C26) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide C (C24) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide C (C26) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide A (C24) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide A (C26) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide B (C24) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide B (C26) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide D (C24) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide D (C26) [Golgi] SLIME rxn	0	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [cytoplasm] SLIME rxn	0	0.00549254507997437	0	0.00543823541529479	0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) [cytoplasm] SLIME rxn	0	0.0055062659316244	0	0.00545212420360028	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [cytoplasm] SLIME rxn	0	0.00512275998525716	0	0.00506899557207318	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [cytoplasm] SLIME rxn	0	0.00532128326080743	0	0.00526500878196769	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [cytoplasm] SLIME rxn	0	0.00530846758587944	0	0.00525205592836238	0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [cytoplasm] SLIME rxn	0	0.00532128328944824	0	0.00526500887544048	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [cytoplasm] SLIME rxn	0	0.00512276006523421	0	0.00506419532523079	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [cytoplasm] SLIME rxn	0	0.00514832556418747	0	0.00508937398238622	0
ergosteryl palmitoleate [endoplasmic reticulum membrane] SLIME rxn	0	0.00691319097735149	0	0.0068361969889744	0
ergosteryl oleate [endoplasmic reticulum membrane] SLIME rxn	0	0.00661983082006335	0	0.00655473972511416	0
palmitate [cytoplasm] SLIME rxn	0	0.00372627898981244	0	0.00368929947263761	0
palmitoleate [cytoplasm] SLIME rxn	0	0.00375592394746654	0	0.00371899299148049	0
stearate [cytoplasm] SLIME rxn	0	0.00335750922682456	0	0.00332090900190942	0
oleate [cytoplasm] SLIME rxn	0	0.00338155792861652	0	0.00334465958990812	0
phosphatidyl-L-serine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00521363461565016	0	0.00516207451659909	0
phosphatidyl-L-serine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00522799441667915	0	0.00517658895085053	0
phosphatidyl-L-serine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00502169252753216	0	0.00496928790871394	0
phosphatidyl-L-serine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00503501090698264	0	0.00498166930435988	0
phosphatidyl-L-serine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00502169255456047	0	0.00496822591067793	0
phosphatidyl-L-serine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0050350131095765	0	0.00498166921591913	0
phosphatidyl-L-serine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0048433814909168	0	0.00478943639759171	0
phosphatidyl-L-serine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00485577171668218	0	0.00480089600591614	0
phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0202767461497768	0	0.0200628064118669	0
phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0227111823123582	0	0.0224455432907843	0
phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00512276000634065	0	0.00506594209989261	0
phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0136908909987062	0	0.0134916452426996	0
phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0180908183096918	0	0.0178929120502034	0
phosphatidylcholine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.017976174894201	0	0.0177772533055818	0
phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00512276000634129	0	0.00506610832724293	0
phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00986750461675615	0	0.00973851250352042	0
phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00645816432552315	0	0.00639111376188889	0
phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00647708053919315	0	0.00640989407665203	0
phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00512275997777625	0	0.0050721537368483	0
phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00622330471320689	0	0.00615759424156823	0
phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00620583098059184	0	0.00614026282422378	0
phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00622330471320688	0	0.00615759428311191	0
phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00512276000634127	0	0.00507092737294672	0
phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00598865703068366	0	0.00592439607013275	0
triglyceride (1-16:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00547534858151126	0	0.00542055408790258	0
triglyceride (1-16:0, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00529103739983889	0	0.00523191038598926	0
triglyceride (1-16:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00548908969831597	0	0.00543463595269805	0
triglyceride (1-16:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00530386151515304	0	0.00524502162377131	0
triglyceride (1-18:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00512275997777604	0	0.00506594373886322	0
triglyceride (1-18:0, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00511872474570057	0	0.00505540595441695	0
triglyceride (1-18:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00530386151515297	0	0.00524502109744681	0
triglyceride (1-18:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00513073223366079	0	0.00506770633663404	0
triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00548908959277566	0	0.00543463603858994	0
triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00530386142460305	0	0.00524502160221178	0
triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00550289987587042	0	0.00544879128271023	0
triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00531675439042356	0	0.0052581733477154	0
triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00512275998525717	0	0.00506638106538964	0
triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00512275997421865	0	0.00505976675357627	0
triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00531675439042355	0	0.00525817335903216	0
triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00514279613938717	0	0.00507998128275476	0
triglyceride (1-16:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00512275997421863	0	0.00506594364897144	0
triglyceride (1-16:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00511872465475664	0	0.00505540584407463	0
triglyceride (1-16:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00512275998525716	0	0.00506638108058179	0
triglyceride (1-16:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00512275999530275	0	0.00505976678522495	0
triglyceride (1-18:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00256138448893278	0	0.00253319489229124	0
triglyceride (1-18:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00256138449445206	0	0.00253154024055151	0
triglyceride (1-18:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.0051227599742187	0	0.00505976678438363	0
triglyceride (1-18:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00395219500891834	0	0.00389582610105351	0
triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00530386152658172	0	0.00524502151342857	0
triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00513073221254396	0	0.00506770642644862	0
triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00531675439042357	0	0.00525817328733808	0
triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.005142796178149	0	0.00507998120162299	0
triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00512275997421871	0	0.00505976675273494	0
triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00395219503095635	0	0.00389582615057646	0
triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00514279616706728	0	0.00507998130258149	0
triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00398937958761154	0	0.00393265260080082	0
(1->3)-beta-D-glucan exchange	0	0	0	0	0
(1->3)-beta-D-glucan transport	0	1000	0	1000	0
(R)-carnitine exchange	0	0	0	0	0
(R)-lactate exchange	0	22.7395516377307	0	18.7877393797906	0
(R)-mevalonate exchange	0	0.384238068021432	0	0.391711651702154	0
(R)-pantothenate exchange	0	1000	0	1000	0
(R,R)-2,3-butanediol exchange	0	42.4347153756319	0	39.5340445443621	0
(S)-3-methyl-2-oxopentanoate exchange	0	141.414355983376	0	119.599375878928	0
(S)-lactate exchange	0	0	0	0	0
(S)-malate exchange	0	91.4713606958787	0	83.3138462067086	0
1-(sn-glycero-3-phospho)-1D-myo-inositol exchange	0	0.0369662612934007	0	0.030781905680154	0
1-acylglycerophosphocholine exchange	0	0	0	0	0
1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion	0	1000	0	1000	0
1D-myo-inositol 1-phosphate transport	0	1000	0	1000	0
2'-deoxyadenosine exchange	0	0	0	0	0
2'-deoxyguanosine exchange	0	0	0	0	0
2'-deoxyinosine exchange	0	0	0	0	0
2'-deoxyuridine exchange	0	0	0	0	0
2-dehydro-3-deoxy-D-arabino-heptonate7-phohsphate transport	0	1000	0	1000	0
2-dehydropantoate transport	0	1000	0	1000	0
2-isopropylmalate exchange	0	9.82684171677704	0	8.30784122211708	0
2-isopropylmalate transport	0	1000	0	1000	0
2-isopropylmalate transport	0	1000	0	1000	0
2-methyl-1-butanol transport	0	1000	0	1000	0
2-methyl-1-butanol transport	0	1000	0	1000	0
2-methylbutanal exchange	0	53.8533114412324	0	44.4943680602786	0
2-methylbutanal transport	0	1000	0	1000	0
2-methylbutanal transport	0	1000	0	1000	0
2-methylbutanol exchange	0	50.310217899248	0	47.0603829458175	0
2-methylbutyl acetate exchange	0	27.4443544820443	0	22.6750852672787	0
2-methylpropanal transport	0	1000	0	1000	0
2-methylpropanal transport	0	1000	0	1000	0
2-oxobutanoate transporter	0	1000	0	1000	0
2-oxoglutarate exchange	0	153.204231249874	0	129.570511511495	0
2-oxoglutarate transport	0	1000	0	1000	0
2-oxoglutarate transport	0	1000	0	1000	0
2-phenylethanol exchange	0	87.2466866457816	0	83.339943481129	0
2-phenylethanol transport	0	1000	0	1000	0
2-phenylethanol transport	0	1000	0	1000	0
3-carboxy-4-methyl-2-oxopentanoate transport	0	1000	0	1000	0
3-methyl-2-oxopentanoate transport	0	1000	0	1000	0
3-methyl-oxopentanoate trasport	0	1000	0	1000	0
3-methylbutanal exchange	0	8.11818707745465	0	6.70736105430626	0
3-methylbutanal transport	0	1000	0	1000	0
3-methylbutanal transport	0	1000	0	1000	0
3-octaprenyl-4-hydroxybenzoate transport	0	1000	0	1000	0
4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase	0	0	0	0	0
4-aminobenzoate exchange	0	1000	0	1000	0
4-aminobenzoate transport	0	1000	0	1000	0
4-aminobenzoate transport	1.86732332340981e-05	1000	2.14059014722111e-05	1000	0
4-aminobutanal transport	0	1000	0	1000	0
4-aminobutyrate transport	0	1000	0	1000	0
4-hydroxy-2-oxoglutarate transport	0	1000	0	1000	0
4-hydroxy-2-oxoglutarate transport	0	1000	0	1000	0
4-hydroxybenzoate transport	0	1000	0	1000	0
5'-nucleotidase (AMP)	0	15.6240264176436	0	14.3468912830947	0
5'-nucleotidase (dAMP)	0	0	0	0	0
5'-nucleotidase (dCMP)	0	8.74827112631394	0	7.22794541276221	0
5'-nucleotidase (dGMP)	0	0	0	0	0
5'-nucleotidase (dTMP)	0	27.4343959518781	0	22.6666861953483	0
5'-nucleotidase (dUMP)	0	27.434395951857	0	22.6666861953666	0
5'-nucleotidase (XMP)	0	0	0	0	0
5-aminolevulinate exchange	0	0	0	0	0
5-aminolevulinate transport	0	999.999997643756	0	999.99999729894	0
5-formyltetrahydrofolic acid exchange	0	0	0	0	0
7,8-diaminononanoate exchange	0	0	0	0	0
7,8-diaminononanoate transport	0	1000	0	1000	0
8-amino-7-oxononanoate exchange	0	0	0	0	0
9H-xanthine exchange	0	0.355484687507622	0	0.322779085912885	0
acetaldehyde exchange	0	97.2525795589648	0	81.9068803627461	0
acetaldehyde transport	0	1000	0	1000	0
acetaldehyde transport	0	1000	0	1000	0
acetate exchange	0	37.8527438891991	0	32.0647545125912	0
acetate transport	0	1000	0	1000	0
acetyl-CoA transport	0	1000	0	1000	0
acetylcarnitine transport	0	1.00033285490224	0	0.828860716166084	0
adenine exchange	0	1000	0	1000	0
adenine transport	0	1000	0	1000	0
adenosine 3',5'-bismonophosphate exchange	0	1.20533974005789	0	0.996364087598522	0
adenosine 3',5'-bisphosphate transport	0	1000	0	1000	0
adenosine exchange	0	0	0	0	0
ADP transport	0	1000	0	1000	0
ADP transport	0	1000	0	1000	0
AKG transporter, peroxisome	0	1000	0	1000	0
allantoate exchange	0	0	0	0	0
