reaction_name	minFlux_mut	maxFlux_mut	minFlux_wt	maxFlux_wt	distinct_rxn_bool
fadH2 transport	0	3.01375176691988e-06	0	3.80990406226617e-06	0
fecosterol transport	0	1000	0	1000	0
fecosterol transport	0	1000	0	1000	0
folic acid transport	0	1000	0	1000	0
GDP-mannose antiport	0	28.4727584507903	0	22.063739259122	0
glucose transport	1.14015194406862	59.6542769024216	4.11720242963963	52.2855954757684	0
glutathione transport	0	0	0	0	0
glycero-3-phospho-1-inositol transport	0	1000	0	1000	0
glycero-3-phosphocholine transport	0	1000	0	1000	0
glycerol transport	0	312.486657994385	0	248.622646605365	0
glycerol transport via channel	0	312.486657994275	0	248.622646604855	0
glycine transport	0	1000	0	1000	0
glycogen vacuolar 'transport' via autophagy	0	11.5334731065258	0	8.93736881213959	0
GTP/GDP translocase	0	6.08745997483047	0	4.74458447272371	0
guanine transport	0	1000	0	1000	0
inositol transport	0	0.0439713803525453	0	0.0354194572621953	0
iron (II) transport	0	0	0	0	0
isoamyl acetate transport	0	7.55917202237908	0	5.85770654117372	0
isobutyl acetate transport	0	29.3216176951171	0	22.721725509353	0
isopentenyl diphosphate transport	0	1000	0	1000	0
L-alanine transport	0	1000	0	1000	0
L-arganine transport	0	1000	0	1000	0
L-arganine transport	0	1000	0	1000	0
L-asparagine transport	0	1000	0	1000	0
L-asparagine transport	0	655.147330558799	0	623.436923753894	0
L-aspartate transport	0	655.147330558799	0	623.43692375373	0
L-aspartate transport	0	0	0	0	0
L-aspartate transport	0	1000	0	1000	0
L-carnitine transport	0	1000	0	1000	0
L-cystine transport	0	1000	0	1000	0
L-cystine transport	0	0	0	0	0
L-glutamate transport	0	12.7147531933286	0	9.95818517039197	0
L-glutamate transport	0	0	0	0	0
L-glutamate transport	0	1000	0	1000	0
L-glutamine transport	0	655.147330558495	0	623.43692375377	0
L-glutamine transport	0	655.14733055872	0	623.43692375371	0
L-glutamine transport	0	1000	0	1000	0
L-histidine transport, vacuolar	0	1000	0	1000	0
L-histidine transport	0	1000	0	1000	0
L-isoleucine transport	0	1000	0	1000	0
L-isoleucine transport	0	1000	0	1000	0
L-isoleucine transport	0	1000	0	1000	0
L-isoleucine transport	0	1000	0	1000	0
L-lactate transport	0	1000	0	1000	0
L-lactate transport	0	0	0	0	0
L-leucine transport, vacuoluar	0	1000	0	1000	0
L-leucine transport, vacuoluar	0	1000	0	1000	0
L-leucine transport, vacuoluar	0	1000	0	1000	0
L-leucine transport	0	1000	0	1000	0
L-lysine transport	0	1000	0	1000	0
L-lysine transport	0	1000	0	1000	0
L-methionine transport	0	1000	0	1000	0
L-phenylalanine transport	0	1000	0	1000	0
L-proline transport	0	1000	0	1000	0
L-serine transport	0	1000	0	1000	0
L-threonine transport	0	1000	0	1000	0
L-tryptophan transport	0	1000	0	1000	0
L-tyrosine transport	0	1000	0	1000	0
L-tyrosine transport	0	1000	0	1000	0
L-tyrosine transport	0	1000	0	1000	0
L-tyrosine transport	0	1000	0	1000	0
L-valine transport	0	1000	0	1000	0
lanosterol transport	0	1000	0	1000	0
malate transport	0	12.8873693888256	0	10.098063929159	0
maltose transport	0	0	0	0	0
N,N'-diformyldityrosine transport	0	1.38993843961901	0	1.07707299842313	0
NAD transport	0	0	0	0	0
NAD transport	0	0	0	0	0
NAD transport	0	0	0	0	0
NAD transport	0	0	0	0	0
nicotinate transport	0	1000	0	1000	0
octadecanoate (n-C18:0) transport	0	1000	0	1000	0
ornithine transport	0	0.965103189270751	0	0.893385353282132	0
orntithine transport	0	1000	0	1000	0
oxaloacetate transport	0	13.2435844414892	0	10.4381158280627	0
pantothenate transport	0	1000	0	1000	0
pentaprenyl diphosphate transport	0	1000	0	1000	0
phenethyl acetate transport	0	39.6936712462499	0	34.8680979800889	0
phosphate transport	0.103996200947644	1000	0.0871803252426777	1000	0
phosphate transport	0	24.5505044312152	0	20.921029320233	0
potassium transport	0.00106831275331763	1000	0.00122465120502265	1000	0
putrescine transport	0	1000	0	1000	0
putrescine transport	0	1000	0	1000	0
pyridoxine symport	0	1000	0	1000	0
pyruvate transport	0	1000	0	1000	0
S-adenosyl-L-methionine transport	0	0	0	0	0
S-adenosyl-L-methionine transport	0	1000	0	1000	0
S-methylmethionine permease	0	0	0	0	0
sodium proton antiporter	0	999.998831624895	0	999.998660643172	0
spermidine transport	0	1000	0	1000	0
spermidine transport	0	1000	0	1000	0
spermine transport	0	1000	0	1000	0
spermine transport	0	1000	0	1000	0
succinate transport	0	7.12622766611702	0	5.55008917545284	0
succinate-fumarate transport	0	15.9100573806289	0	12.3288146400405	0
sulfate uniport	0	2.49491499890672	0	2.19442477618813	0
sulfite transport	0	2.48902897822598	0	2.19477824317596	0
taurine transport	0	1000	0	1000	0
thiamine diphosphate transport	0	0	0	0	0
thiamine transport	0	0	0	0	0
UDPgalactose transport	0	0	0	0	0
uracil transport	0	4.3298656382439	0	3.35376486055316	0
urea transport	0	1000	0	1000	0
uridine transport	0	0	0	0	0
UTP transport	0	0	0	0	0
UTP/UMP antiport	0	0	0	0	0
water diffusion	0	1000	0	1000	0
zymosterol transport	0	1000	0	1000	0
arginine transport	0	0	0	0	0
pyruvate transport	0	12.8206732504209	0	10.1185844222206	0
trehalose transporter	0	1000	0	1000	0
oxoglutarate/malate exchange	0	1000	0	1000	0
fatty acyl-CoA transport via ABC system (C12:0)	0	0.0205014398981421	0	0.0206926079366273	0
fatty acyl-CoA transport via ABC system (C14:0)	0	0.0220901220733326	0	0.0208800287571336	0
fatty acyl-CoA transport via ABC system (C16:0)	0	0.183020335396109	0	0.143218462328058	0
fatty acyl-CoA transport via ABC system (C16:1)	0	0.146596934590246	0	0.114331197286129	0
fatty acyl-CoA transport via ABC system (C18:0)	0	0.157539844724171	0	0.122084083451501	0
fatty acyl-CoA transport via ABC system (C18:1)	0	0.106612481930686	0	0.0942866066330737	0
fatty acyl-CoA transport via ABC system (C20:0)	0	0.0531410620255194	0	0.0411811869025602	0
fatty acyl-CoA transport via ABC system (C22:0)	0	0.0319610540676091	0	0.0247679303746872	0
fatty acyl-CoA transport via ABC system (C24:0)	0	0.0228527974645953	0	0.0177095691073183	0
fatty acyl-CoA transport via ABC system (C26:0)	0	0.0175709077744227	0	0.0137819818767649	0
inositol-P-ceramide B' (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide B' (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide C (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide C (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide A (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide A (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide B (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide B (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide D (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol-P-ceramide D (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide A (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide A (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide B' (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide B' (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide B (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide B (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide C (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide C (C26) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide D (C24) [Golgi] SLIME rxn	0	0	0	0	0
inositol phosphomannosylinositol phosphoceramide D (C26) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide B' (C24) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide B' (C26) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide C (C24) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide C (C26) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide A (C24) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide A (C26) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide B (C24) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide B (C26) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide D (C24) [Golgi] SLIME rxn	0	0	0	0	0
mannosylinositol phosphorylceramide D (C26) [Golgi] SLIME rxn	0	0	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [cytoplasm] SLIME rxn	0	0.00539025701458824	0	0.0054414529911783	0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) [cytoplasm] SLIME rxn	0	0.00540372244948113	0	0.00545535005348177	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [cytoplasm] SLIME rxn	0	0.00502735857536105	0	0.00507199273248617	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [cytoplasm] SLIME rxn	0	0.0052221846673205	0	0.00526812158755934	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [cytoplasm] SLIME rxn	0	0.00520960772301672	0	0.00525516089278496	0
1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [cytoplasm] SLIME rxn	0	0.00522218457461073	0	0.00526812159788833	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [cytoplasm] SLIME rxn	0	0.00502735857536108	0	0.0050671868831999	0
1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [cytoplasm] SLIME rxn	0	0.00505244784500635	0	0.00509238027792216	0
ergosteryl palmitoleate [endoplasmic reticulum membrane] SLIME rxn	0	0.00678152438099681	0	0.00684023654554824	0
ergosteryl oleate [endoplasmic reticulum membrane] SLIME rxn	0	0.0064965493740095	0	0.00655861807881924	0
palmitate [cytoplasm] SLIME rxn	0	0.00365688425424419	0	0.00369148213124591	0
palmitoleate [cytoplasm] SLIME rxn	0	0.00368597712398455	0	0.00372119333877732	0
stearate [cytoplasm] SLIME rxn	0	0.00329498201919695	0	0.00332287177056911	0
oleate [cytoplasm] SLIME rxn	0	0.00331858292358542	0	0.0033466363684973	0
phosphatidyl-L-serine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00511654065129243	0	0.00516512846870663	0
phosphatidyl-L-serine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00513063319970033	0	0.00517965178990828	0
phosphatidyl-L-serine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00492817311273881	0	0.00497222629166367	0
phosphatidyl-L-serine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00494124581403394	0	0.00498461455564374	0
phosphatidyl-L-serine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00492817321427881	0	0.00497116294582143	0
phosphatidyl-L-serine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00494124581403393	0	0.0049846144672197	0
phosphatidyl-L-serine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00475318288618539	0	0.00479226678685638	0
phosphatidyl-L-serine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00476534243302293	0	0.00480373226751325	0
phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0198991308356033	0	0.02007466838271	0
phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0222882304892747	0	0.0224587986637403	0
phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00502735847527068	0	0.00506893577828922	0
phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0134301385618198	0	0.0134995897256839	0
phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0177529563216513	0	0.0179034868927391	0
phosphatidylcholine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0176408924272906	0	0.0177877584510475	0
phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00502735855465735	0	0.00506910215228	0
phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00967957120357953	0	0.009744255423769	0
phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00633789347664572	0	0.00639489311131194	0
phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00635645741234068	0	0.00641368447320234	0
phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00502735846540634	0	0.00507515453316827	0
phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.006107407537762	0	0.00616123486865586	0
phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00609025936529635	0	0.00614389313774145	0
phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00610740753776202	0	0.00616123488193031	0
phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00502735848610994	0	0.00507392681903796	0
phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00587712995354747	0	0.00592789815991794	0
triglyceride (1-16:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00537338068394785	0	0.00542376067377208	0
triglyceride (1-16:0, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.0051925019669786	0	0.0052350016544777	0
triglyceride (1-16:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00538686600492409	0	0.00543785115208229	0
triglyceride (1-16:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00520508732868255	0	0.00524812089350472	0
triglyceride (1-18:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00502735845456698	0	0.00506893717964042	0
triglyceride (1-18:0, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00502339829946471	0	0.0050583893238945	0
triglyceride (1-18:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00520508732868257	0	0.00524812090480563	0
triglyceride (1-18:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00503518214673324	0	0.00507069731495848	0
triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0053868660165386	0	0.00543785128272785	0
triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00520508736134075	0	0.00524812096497089	0
triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00540041906455468	0	0.00545201525049933	0
triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00521774008880395	0	0.0052612807413421	0
triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00502735845456697	0	0.00506937505923209	0
triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00502735856452166	0	0.00506275300732924	0
triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00521774008880395	0	0.00526128063773918	0
triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00504702151192806	0	0.00508297964764624	0
triglyceride (1-16:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00502735843735651	0	0.00506893725860004	0
triglyceride (1-16:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00502339837781459	0	0.00505838932389451	0
triglyceride (1-16:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00502735854381797	0	0.00506937505493888	0
triglyceride (1-16:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00502735847527067	0	0.00506275301737543	0
triglyceride (1-18:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00251368369531446	0	0.00253469191983827	0
triglyceride (1-18:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00251368365068887	0	0.0025330352745511	0
triglyceride (1-18:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00502735856452168	0	0.00506275312867088	0
triglyceride (1-18:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0	0.00387692274841828	0	0.00389812089138329	0
triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00520508721845742	0	0.00524811867072077	0
triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00503518221888591	0	0.00507069731964417	0
triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00521773997831086	0	0.00526128065938028	0
triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00504702141242505	0	0.00508297962676385	0
triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.0050273562855635	0	0.00506275300648717	0
triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00387692283507415	0	0.00389812081130144	0
triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00504702143320974	0	0.0050829774072253	0
triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0	0.00391339918699501	0	0.00393496910695693	0
(1->3)-beta-D-glucan exchange	0	0	0	0	0
(1->3)-beta-D-glucan transport	0	1000	0	1000	0
(R)-carnitine exchange	0	0	0	0	0
(R)-lactate exchange	0	24.2451547059863	0	18.7877396093838	0
(R)-mevalonate exchange	0	0.388908012800925	0	0.391711656489016	0
(R)-pantothenate exchange	0	1000	0	1000	0
(R,R)-2,3-butanediol exchange	0	44.2076463612019	0	39.518626162488	0
(S)-3-methyl-2-oxopentanoate exchange	0	150.315640901774	0	119.592778285651	0
(S)-lactate exchange	0	0	0	0	0
(S)-malate exchange	0	95.9201518208113	0	83.2894579363419	0
1-(sn-glycero-3-phospho)-1D-myo-inositol exchange	0	0.0393780373601658	0	0.0307824092498589	0
1-acylglycerophosphocholine exchange	0	0	0	0	0
1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion	0	1000	0	1000	0
1D-myo-inositol 1-phosphate transport	0	1000	0	1000	0
2'-deoxyadenosine exchange	0	0	0	0	0
2'-deoxyguanosine exchange	0	0	0	0	0
2'-deoxyinosine exchange	0	0	0	0	0
2'-deoxyuridine exchange	0	0	0	0	0
2-dehydro-3-deoxy-D-arabino-heptonate7-phohsphate transport	0	1000	0	1000	0
2-dehydropantoate transport	0	1000	0	1000	0
2-isopropylmalate exchange	0	10.4367131254652	0	8.30751964351418	0
2-isopropylmalate transport	0	1000	0	1000	0
2-isopropylmalate transport	0	1000	0	1000	0
2-methyl-1-butanol transport	0	1000	0	1000	0
2-methyl-1-butanol transport	0	1000	0	1000	0
2-methylbutanal exchange	0	57.4189802920096	0	44.4943686045057	0
2-methylbutanal transport	0	1000	0	1000	0
2-methylbutanal transport	0	1000	0	1000	0
2-methylbutanol exchange	0	52.4679634546278	0	47.0420132098911	0
2-methylbutyl acetate exchange	0	29.261466137488	0	22.6751132387415	0
2-methylpropanal transport	0	1000	0	1000	0
2-methylpropanal transport	0	1000	0	1000	0
2-oxobutanoate transporter	0	1000	0	1000	0
2-oxoglutarate exchange	0	162.847626391394	0	129.5633638685	0
2-oxoglutarate transport	0	1000	0	1000	0
2-oxoglutarate transport	0	1000	0	1000	0
2-phenylethanol exchange	0	93.2966588449591	0	83.3077653899049	0
2-phenylethanol transport	0	1000	0	1000	0
2-phenylethanol transport	0	1000	0	1000	0
3-carboxy-4-methyl-2-oxopentanoate transport	0	1000	0	1000	0
3-methyl-2-oxopentanoate transport	0	1000	0	1000	0
3-methyl-oxopentanoate trasport	0	1000	0	1000	0
3-methylbutanal exchange	0	8.65569843950076	0	6.70736113630392	0
3-methylbutanal transport	0	1000	0	1000	0
3-methylbutanal transport	0	1000	0	1000	0
3-octaprenyl-4-hydroxybenzoate transport	0	1000	0	1000	0
4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase	0	0	0	0	0
4-aminobenzoate exchange	0	1000	0	1000	0
4-aminobenzoate transport	0	1000	0	1000	0
4-aminobenzoate transport	1.86586855538343e-05	1000	2.13892249131223e-05	1000	0
4-aminobutanal transport	0	1000	0	1000	0
4-aminobutyrate transport	0	1000	0	1000	0
4-hydroxy-2-oxoglutarate transport	0	1000	0	1000	0
4-hydroxy-2-oxoglutarate transport	0	1000	0	1000	0
4-hydroxybenzoate transport	0	1000	0	1000	0
5'-nucleotidase (AMP)	0	16.2691669424475	0	14.346891458286	0
5'-nucleotidase (dAMP)	0	0	0	0	0
5'-nucleotidase (dCMP)	0	9.32750083426706	0	7.22794550103426	0
5'-nucleotidase (dGMP)	0	0	0	0	0
5'-nucleotidase (dTMP)	0	29.250848245647	0	22.6666864721637	0
5'-nucleotidase (dUMP)	0	29.2508482457146	0	22.6666864721803	0
5'-nucleotidase (XMP)	0	0	0	0	0
5-aminolevulinate exchange	0	0	0	0	0
5-aminolevulinate transport	0	999.999997645592	0	999.999997301044	0
5-formyltetrahydrofolic acid exchange	0	0	0	0	0
7,8-diaminononanoate exchange	0	0	0	0	0
7,8-diaminononanoate transport	0	1000	0	1000	0
8-amino-7-oxononanoate exchange	0	0	0	0	0
9H-xanthine exchange	0	0.355200701526604	0	0.322779089858045	0
acetaldehyde exchange	0	103.382841022759	0	81.9017565908835	0
acetaldehyde transport	0	1000	0	1000	0
acetaldehyde transport	0	1000	0	1000	0
acetate exchange	0	40.2064702231027	0	32.0632120225805	0
acetate transport	0	1000	0	1000	0
acetyl-CoA transport	0	1000	0	1000	0
acetylcarnitine transport	0	1.06534637609246	0	0.82886923837416	0
adenine exchange	0	1000	0	1000	0
adenine transport	0	1000	0	1000	0
adenosine 3',5'-bismonophosphate exchange	0	1.26821791150951	0	0.996366426681334	0
adenosine 3',5'-bisphosphate transport	0	1000	0	1000	0
adenosine exchange	0	0	0	0	0
ADP transport	0	1000	0	1000	0
ADP transport	0	1000	0	1000	0
AKG transporter, peroxisome	0	1000	0	1000	0
allantoate exchange	0	0	0	0	0
